season,latitude,longitude,count
Summer,-34.0,141.0,40
Summer,-34.0,142.0,28
Summer,-34.0,144.0,3
Summer,-34.0,146.0,10
Summer,-34.0,148.0,15
Summer,-34.0,149.0,35
Summer,-34.0,151.0,106
Summer,-35.0,118.0,1
Summer,-35.0,139.0,189
Summer,-35.0,140.0,13
Summer,-35.0,141.0,12
Summer,-35.0,142.0,131
Summer,-35.0,143.0,59
Summer,-35.0,144.0,10
Summer,-35.0,145.0,24
Summer,-35.0,146.0,11
Summer,-35.0,147.0,22
Summer,-35.0,148.0,13
Summer,-35.0,149.0,69
Summer,-36.0,141.0,1
Summer,-36.0,142.0,50
Summer,-36.0,143.0,4
Summer,-36.0,144.0,114
Summer,-36.0,145.0,88
Summer,-36.0,146.0,112
Summer,-36.0,147.0,51
Summer,-36.0,148.0,10
Summer,-36.0,149.0,47
Summer,-37.0,141.0,2
Summer,-37.0,142.0,17
Summer,-37.0,143.0,6
Summer,-37.0,144.0,97
Summer,-37.0,145.0,40
Summer,-37.0,146.0,3
Summer,-37.0,147.0,2
Summer,-37.0,148.0,2
Summer,-38.0,144.0,50
Summer,-38.0,145.0,1
Summer,-38.0,147.0,1
Summer,-11.0,142.0,3
Summer,-12.0,135.0,1
Summer,-12.0,136.0,4
Summer,-13.0,130.0,19
Summer,-14.0,136.0,1
Summer,-16.0,133.0,2
Summer,-17.0,124.0,1
Summer,-19.0,122.0,3
Summer,-21.0,148.0,2
Summer,-22.0,120.0,1
Summer,-23.0,144.0,6
Summer,-26.0,114.0,6
Summer,-26.0,130.0,1
Summer,-26.0,149.0,2
Summer,-27.0,144.0,1
Summer,-28.0,118.0,1
Summer,-30.0,115.0,2
Summer,-30.0,121.0,2
Summer,-30.0,146.0,2
Summer,-30.0,147.0,1
Summer,-31.0,117.0,3
Summer,-31.0,139.0,3
Summer,-31.0,142.0,6
Summer,-31.0,146.0,6
Summer,-32.0,123.0,1
Summer,-32.0,127.0,3
Summer,-32.0,129.0,6
Summer,-32.0,139.0,2
Summer,-32.0,143.0,4
Summer,-32.0,144.0,2
Summer,-32.0,145.0,1
Summer,-32.0,148.0,1
Summer,-33.0,142.0,1
Summer,-33.0,143.0,1
Summer,-33.0,147.0,4
Summer,-34.0,143.0,2
Summer,-34.0,150.0,4
Summer,-35.0,138.0,2
Autumn,-12.0,131.0,685
Autumn,-12.0,132.0,3
Autumn,-12.0,136.0,3
Autumn,-13.0,131.0,106
Autumn,-13.0,132.0,11
Autumn,-13.0,133.0,20
Autumn,-13.0,142.0,4
Autumn,-14.0,131.0,11
Autumn,-14.0,132.0,94
Autumn,-14.0,136.0,1
Autumn,-15.0,128.0,20
Autumn,-15.0,132.0,38
Autumn,-15.0,133.0,15
Autumn,-16.0,128.0,42
Autumn,-16.0,129.0,110
Autumn,-16.0,133.0,8
Autumn,-16.0,145.0,72
Autumn,-17.0,122.0,5
Autumn,-17.0,126.0,5
Autumn,-17.0,141.0,6
Autumn,-17.0,145.0,333
Autumn,-17.0,146.0,453
Autumn,-18.0,122.0,412
Autumn,-18.0,123.0,32
Autumn,-18.0,126.0,30
Autumn,-18.0,141.0,10
Autumn,-18.0,143.0,17
Autumn,-18.0,145.0,10
Autumn,-18.0,146.0,35
Autumn,-19.0,122.0,1
Autumn,-19.0,134.0,4
Autumn,-19.0,143.0,3
Autumn,-19.0,146.0,73
Autumn,-19.0,147.0,391
Autumn,-20.0,119.0,45
Autumn,-20.0,134.0,21
Autumn,-20.0,146.0,6
Autumn,-20.0,147.0,29
Autumn,-21.0,117.0,17
Autumn,-21.0,119.0,10
Autumn,-21.0,120.0,10
Autumn,-21.0,139.0,2
Autumn,-21.0,140.0,30
Autumn,-21.0,141.0,3
Autumn,-21.0,144.0,5
Autumn,-21.0,146.0,1
Autumn,-21.0,147.0,3
Autumn,-21.0,149.0,37
Autumn,-22.0,114.0,22
Autumn,-22.0,116.0,5
Autumn,-22.0,117.0,9
Autumn,-22.0,143.0,3
Autumn,-23.0,119.0,5
Autumn,-23.0,120.0,12
Autumn,-23.0,131.0,8
Autumn,-23.0,143.0,4
Autumn,-23.0,144.0,9
Autumn,-23.0,145.0,18
Autumn,-23.0,148.0,6
Autumn,-23.0,149.0,3
Autumn,-23.0,150.0,15
Autumn,-23.0,151.0,16
Autumn,-24.0,134.0,13
Autumn,-24.0,144.0,1
Autumn,-24.0,145.0,3
Autumn,-24.0,148.0,3
Autumn,-24.0,151.0,27
Autumn,-24.0,152.0,16
Autumn,-25.0,131.0,12
Autumn,-25.0,143.0,2
Autumn,-25.0,150.0,2
Autumn,-25.0,152.0,103
Autumn,-25.0,153.0,32
Autumn,-26.0,114.0,5
Autumn,-26.0,148.0,1
Autumn,-26.0,152.0,14
Autumn,-26.0,153.0,121
Autumn,-27.0,134.0,1
Autumn,-27.0,149.0,12
Autumn,-27.0,150.0,5
Autumn,-27.0,151.0,5
Autumn,-27.0,152.0,47
Autumn,-27.0,153.0,1103
Autumn,-28.0,114.0,1
Autumn,-28.0,136.0,1
Autumn,-28.0,145.0,8
Autumn,-28.0,146.0,11
Autumn,-28.0,147.0,3
Autumn,-28.0,149.0,2
Autumn,-28.0,151.0,9
Autumn,-28.0,152.0,47
Autumn,-28.0,153.0,799
Autumn,-28.0,154.0,49
Autumn,-29.0,147.0,1
Autumn,-29.0,151.0,2
Autumn,-29.0,152.0,5
Autumn,-29.0,153.0,45
Autumn,-29.0,154.0,109
Autumn,-30.0,142.0,2
Autumn,-30.0,146.0,3
Autumn,-30.0,150.0,3
Autumn,-30.0,151.0,18
Autumn,-30.0,153.0,24
Autumn,-31.0,116.0,1
Autumn,-31.0,117.0,1
Autumn,-31.0,118.0,2
Autumn,-31.0,121.0,1
Autumn,-31.0,138.0,2
Autumn,-31.0,139.0,3
Autumn,-31.0,142.0,18
Autumn,-31.0,143.0,2
Autumn,-31.0,144.0,2
Autumn,-31.0,146.0,1
Autumn,-31.0,148.0,1
Autumn,-31.0,149.0,5
Autumn,-31.0,151.0,1
Autumn,-31.0,152.0,5
Autumn,-31.0,153.0,8
Autumn,-32.0,116.0,52
Autumn,-32.0,117.0,6
