Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
Lepidium drummondii,Drummond's Lepidium,-,Extinct,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,20704,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20704,2026-Aug-28,https://id.biodiversity.org.au/name/apni/69281,Brassicaceae,Lepidium,drummondii,-,-,Thell.,-
Lepidium ginninderrense,Ginninderra Peppercress,-,Critically Endangered,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78474,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78474,2026-Aug-28,https://id.biodiversity.org.au/name/apni/165405,Brassicaceae,Lepidium,ginninderrense,-,-,Scarlett,-
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",-,Endangered,Yes,Yes,-,-,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,16542,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16542,2026-Aug-28,https://id.biodiversity.org.au/name/apni/83534,Brassicaceae,Lepidium,hyssopifolium,-,-,Desv.,-
Lepidium monoplocoides,Winged Pepper-cress,-,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,9190,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9190,2026-Aug-28,https://id.biodiversity.org.au/name/apni/83940,Brassicaceae,Lepidium,monoplocoides,-,-,F.Muell.,-
Lepidium peregrinum,Wandering Pepper-cress,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,14035,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14035,2026-Aug-28,https://id.biodiversity.org.au/name/apni/84229,Brassicaceae,Lepidium,peregrinum,-,-,Thell.,-
Lepidium pseudopapillosum,Erect Pepper-cress,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,11548,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11548,2026-Aug-28,https://id.biodiversity.org.au/name/apni/84379,Brassicaceae,Lepidium,pseudopapillosum,-,-,Thell.,-
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",-,Endangered,-,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,1767,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1767,2026-Aug-28,-,Cheloniidae,Lepidochelys,olivacea,-,-,"(Eschscholtz,1829)",-
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,1711,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1711,2026-Aug-28,-,Gekkonidae,Lepidodactylus,listeri,-,-,"(Boulenger, 1889)",-
Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6388,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6388,2026-Aug-28,https://id.biodiversity.org.au/name/apni/85051,Arecaceae,Lepidorrhachis,mooreana,-,-,(F.Muell.) Cook,-
Lepidosperma rostratum,Beaked Lepidosperma,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,14152,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14152,2026-Aug-28,https://id.biodiversity.org.au/name/apni/86614,Cyperaceae,Lepidosperma,rostratum,-,-,S.T.Blake,-
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",-,Extinct,-,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,136,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=136,2026-Aug-28,-,Muridae,Leporillus,apicalis,-,-,"(Gould, 1853)",-
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",-,Vulnerable,-,Yes,-,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,137,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=137,2026-Aug-28,-,Muridae,Leporillus,conditor,-,-,"(Sturt,1848)",-
Leptomeria dielsiana,Diels' Currant Bush,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,5146,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5146,2026-Aug-28,https://id.biodiversity.org.au/name/apni/61604,Santalaceae,Leptomeria,dielsiana,-,-,Pilger,-
Leptospermum benwellii,-,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86437,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86437,2026-Aug-28,https://id.biodiversity.org.au/name/apni/191669,Myrtaceae,Leptospermum,benwellii,-,-,A.R.Bean,-
Leptospermum crassifolium,-,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21812,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21812,2026-Aug-28,https://id.biodiversity.org.au/name/apni/81305,Myrtaceae,Leptospermum,crassifolium,-,-,J.Thompson,-
Leptospermum deanei,Deane's Tea-tree,Gaudium deanei,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21777,94344,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21777,2026-Aug-28,https://id.biodiversity.org.au/name/apni/97770,Myrtaceae,Leptospermum,deanei,-,-,JoyThompson,-
Leptospermum jingera,Stringybark Tea-tree,-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,65905,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65905,2026-Aug-28,https://id.biodiversity.org.au/name/apni/135246,Myrtaceae,Leptospermum,jingera,-,-,Lyne  Crisp,-
Leptospermum petraeum,-,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21810,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21810,2026-Aug-28,https://id.biodiversity.org.au/name/apni/99825,Myrtaceae,Leptospermum,petraeum,-,-,J.Thompson,-
Leptospermum thompsonii,Monga Tea-tree,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21806,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21806,2026-Aug-28,https://id.biodiversity.org.au/name/apni/101566,Myrtaceae,Leptospermum,thompsonii,-,-,Joy Thomps.,-
Lerista allanae,"Allan's Lerista, Retro Slider",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1378,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1378,2026-Aug-28,-,Scincidae,Lerista,allanae,-,-,"(Longman,1937)",-
Lerista colliveri,Nubbined Fine-lined Slider,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,59623,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59623,2026-Aug-28,-,Scincidae,Lerista,colliveri,-,-,"Couper and Ingram,1992",-
Lerista nevinae,Nevin's Slider,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,85296,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85296,2026-Aug-28,-,Scincidae,Lerista,nevinae,-,-,"Smith  Adams, 2007",-
Lerista rochfordensis,Rochford Slider,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83755,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83755,2026-Aug-28,-,Scincidae,Lerista,rochfordensis,-,-,Amey  Couper,-
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1308,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1308,2026-Aug-28,-,Scincidae,Lerista,vittata,-,-,"Greer, McDonald and Lawrie,1983",-
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",-,Vulnerable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,Yes,66994,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66994,2026-Aug-28,-,Phalacrocoracidae,Leucocarbo,atriceps,-,nivalis,"Falla, 1937",-
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,Yes,66995,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66995,2026-Aug-28,-,Phalacrocoracidae,Leucocarbo,atriceps,-,purpurascens,-,"(Brandt, 1837)"
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",-,Endangered,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,89104,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89104,2026-Aug-28,https://id.biodiversity.org.au/name/apni/4432940,Asteraceae,Leucochrysum,albicans,subsp.,tricolor,-,(DC.) N.G.Walsh
Leucopatus anophthalmus,Blind Velvet Worm,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,90855,-,Animalia,Onychophora (no class),http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90855,2026-Aug-28,-,Peripatopsidae,Leucopatus,anophthalmus,-,-,"(Ruhberg, Mesibov, Briscoe  Tait, 1991)",-
Leucopogon confertus,Torrington Beard-heath,Styphelia conferta,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14417,49251,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14417,2026-Aug-28,https://id.biodiversity.org.au/name/apni/98476,Ericaceae,Leucopogon,confertus,-,-,Benth.,-
Leucopogon cryptanthus,Small-flowered Leucopogon,-,Extinct,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,14621,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14621,2026-Aug-28,https://id.biodiversity.org.au/name/apni/98637,Epacridaceae,Leucopogon,cryptanthus,-,-,Benth.,-
Leucopogon exolasius,Woronora Beard-heath,Styphelia exolasia,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14251,49665,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14251,2026-Aug-28,https://id.biodiversity.org.au/name/apni/99193,Ericaceae,Leucopogon,exolasius,-,-,(F.Muell.) Benth.,-
Leucopogon gnaphalioides,Stirling Range Beard Heath,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21609,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21609,2026-Aug-28,https://id.biodiversity.org.au/name/apni/99612,Ericaceae,Leucopogon,gnaphalioides,-,-,Stschegl.,-
Leucopogon marginatus,Thick-margined Leucopogon,Styphelia marginata,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,12527,91870,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12527,2026-Aug-28,https://id.biodiversity.org.au/name/apni/109512,Ericaceae,Leucopogon,marginatus,-,-,W.Fitzg.,-
Leucopogon nitidus,-,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,87812,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87812,2026-Aug-28,https://id.biodiversity.org.au/name/apni/234420,Ericaceae,Leucopogon,nitidus,-,-,Hislop,-
Leucopogon obtectus,Hidden Beard-heath,Styphelia obtecta,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,19614,50758,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19614,2026-Aug-28,https://id.biodiversity.org.au/name/apni/111856,Ericaceae,Leucopogon,obtectus,-,-,Benth.,-
Leucopogon sp. Coolmunda (D.Halford Q1635),-,Styphelia sp. Coolmunda (D.Halford Q1635),Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64928,92620,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64928,2026-Aug-28,https://id.biodiversity.org.au/name/apni/179714,Ericaceae,Leucopogon,sp. Coolmunda (D.Halford Q1635),-,-,-,-
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",-,Styphelia capillaris,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,86385,91590,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86385,2026-Aug-28,https://id.biodiversity.org.au/name/apni/239976,Ericaceae,Leucopogon,"sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",-,-,WA Herbarium,-
Leucopogon sp. Ongerup (A.S.George 16682),-,Styphelia disjuncta,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,85018,92782,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85018,2026-Aug-28,https://id.biodiversity.org.au/name/apni/240003,Ericaceae,Leucopogon,sp. Ongerup (A.S.George 16682),-,-,WA Herbarium,-
Leucopogon spectabilis,Ironstone Beard-heath,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83012,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83012,2026-Aug-28,https://id.biodiversity.org.au/name/apni/211515,Ericaceae,Leucopogon,spectabilis,-,-,Hislop  A.R.Chapm.,-
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",-,Extinct,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,82446,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82446,2026-Aug-28,-,Rallidae,Lewinia,pectoralis,-,clelandi,-,"(Mathews,1911)"
Liasis olivaceus barroni,Pilbara Olive Python,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,66699,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66699,2026-Aug-28,-,Pythonidae,Liasis,olivaceus,-,barroni,-,"(Smith, 1981)"
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,26011,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26011,2026-Aug-28,-,Meliphagidae,Lichenostomus,melanops,-,cassidix,-,"(Gould, 1867)"
Limnodromus semipalmatus,Asian Dowitcher,-,Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,Yes,-,-,-,-,-,-,-,-,843,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=843,2026-Aug-28,-,Scolopacidae,Limnodromus,semipalmatus,-,-,"(Blyth,1848)",-
Limonium australe var. baudinii,Baudin's Sea-lavender,-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,86369,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86369,2026-Aug-28,https://id.biodiversity.org.au/name/apni/233718,Plumbaginaceae,Limonium,australe,var.,baudinii,-,(Lincz.) A.M.Gray
Limosa lapponica baueri,"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",-,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,86380,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86380,2026-Aug-28,-,Scolopacidae,Limosa,lapponica,-,baueri,-,"Naumann, 1836"
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",-,Endangered,-,-,Yes,Yes,-,-,-,Yes,Yes,-,-,-,-,-,-,-,-,86432,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86432,2026-Aug-28,-,Scolopacidae,Limosa,lapponica,-,menzbieri,-,"Portenko, 1936"
Limosa limosa,Black-tailed Godwit,-,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,845,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=845,2026-Aug-28,-,Scolopacidae,Limosa,limosa,-,-,"(Linnaeus,1758)",-
Limosella granitica,Granite Mudwort,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,6704,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6704,2026-Aug-28,https://id.biodiversity.org.au/name/apni/110920,Scrophulariaceae,Limosella,granitica,-,-,W.R.Barker,-
Lindsaea pulchella var. blanda,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,20842,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20842,2026-Aug-28,https://id.biodiversity.org.au/name/apni/113733,Lindsaeaceae,Lindsaea,pulchella,var.,blanda,-,(Mett. ex Kuhn) Kramer
Liopholis guthega,Guthega Skink,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,83079,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83079,2026-Aug-28,-,Scincidae,Liopholis,guthega,-,-,"(Donnellan, Hutchinson, Dempsey  Osborne, 2002)",-
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji, Tjalapa, Nampu",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,83160,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83160,2026-Aug-28,-,Scincidae,Liopholis,kintorei,-,-,"(Stirling  Zietz, 1893)",-
Liopholis montana,Mountain Skink,-,Endangered,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,87162,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87162,2026-Aug-28,-,Scincidae,Liopholis,montana,-,-,"(Donnellan, Hutchinson, Dempsey  Osborne, 2002)",-
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83162,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83162,2026-Aug-28,-,Scincidae,Liopholis,pulchra,-,longicauda,-,"(Ford, 1963)"
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83163,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83163,2026-Aug-28,-,Scincidae,Liopholis,slateri,-,slateri,"(Storr, 1968)",-
Lissolepis coventryi,"Swamp Skink, Eastern Mourning Skink",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,84053,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84053,2026-Aug-28,-,Scincidae,Lissolepis,coventryi,-,-,"(Storr, 197)",-
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,66760,-,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66760,2026-Aug-28,-,Lucanidae,Lissotes,latidens,-,-,"Westwood, 1871",-
Litoria aurea,Green and Golden Bell Frog,Ranoidea aurea,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,Yes,-,-,-,-,1870,94747,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1870,2026-Aug-28,-,Pelodryadidae,Litoria,aurea,-,-,"(Lesson, 1829)",-
Litoria booroolongensis,Booroolong Frog,Rhyaconastes booroolongensis,Endangered,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,1844,94798,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1844,2026-Aug-28,-,Pelodryadidae,Litoria,booroolongensis,-,-,"(Moore, 1961)",-
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Ranoidea castanea,Critically Endangered,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1848,94748,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1848,2026-Aug-28,-,Pelodryadidae,Litoria,castanea,-,-,"(Steindachner, 1867)",-
Litoria daviesae,Davies' Tree Frog,Dryopsophus daviesae,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78964,94760,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78964,2026-Aug-28,-,Pelodryadidae,Litoria,daviesae,-,-,"Mahony, Knowles, Foster,  Donnellan, 2001",-
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Eremnoculus dayi,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,86707,94768,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86707,2026-Aug-28,-,Pelodryadidae,Litoria,dayi,-,-,"(Gunther, 1897)",-
Litoria kroombitensis,Kroombit Treefrog,Dryopsophus kroombitensis,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,87765,94761,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87765,2026-Aug-28,-,Pelodryadidae,Litoria,kroombitensis,-,-,"Hoskin, Hines, Meyer, Clarke  Cunningham, 2013",-
Litoria littlejohni,"Northern Heath Frog, Littlejohn's Tree Frog",Rawlinsonia littlejohni,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64733,94791,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64733,2026-Aug-28,-,Pelodryadidae,Litoria,littlejohni,-,-,"White, Whitford  Mahony, 1994",-
Litoria lorica,Armoured Mist Frog,Mosleyia lorica,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1841,94774,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1841,2026-Aug-28,-,Pelodryadidae,Litoria,lorica,-,-,"Davies and McDonald, 1979",-
Litoria myola,Kuranda Tree Frog,Spicicalyx myola,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,82063,94805,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82063,2026-Aug-28,-,Pelodryadidae,Litoria,myola,-,-,"Hoskin, 2007",-
Litoria nyakalensis,"Mountain Mist Frog, Nyakala Frog",Mosleyia nyakalensis,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1820,94776,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1820,2026-Aug-28,-,Pelodryadidae,Litoria,nyakalensis,-,-,"Liem, 1974",-
Litoria olongburensis,Wallum Sedge Frog,Drymomantis olongburensis,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1821,94757,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821,2026-Aug-28,-,Pelodryadidae,Litoria,olongburensis,-,-,"Liem and Ingram, 1977",-
Litoria piperata,Peppered Tree Frog,Dryopsophus piperatus,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1827,94765,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1827,2026-Aug-28,-,Pelodryadidae,Litoria,piperata,-,-,"Tyler and Davies, 1985",-
Litoria raniformis,"Southern Bell Frog, Growling Grass Frog, Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Ranoidea raniformis,Vulnerable,Yes,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,1828,94668,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1828,2026-Aug-28,-,Pelodryadidae,Litoria,raniformis,-,-,"(Keferstein, 1867)",-
Litoria spenceri,Spotted Tree Frog,Dryopsophus spenceri,Critically Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,25959,94766,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25959,2026-Aug-28,-,Pelodryadidae,Litoria,spenceri,-,-,"Dubois, 1984",-
